Type	Gene	RelativeLength
NonRT	FBgn0031905	0.0259067357512953
NonRT	FBgn0260459	0
NonRT	FBgn0014861	0.0416666666666667
NonRT	FBgn0028858	0.00363636363636364
NonRT	FBgn0036286	0
NonRT	FBgn0031413	0
NonRT	FBgn0033987	0
NonRT	FBgn0020386	0
NonRT	FBgn0030301	0
NonRT	FBgn0035720	0
NonRT	FBgn0031460	0
NonRT	FBgn0011236	0
NonRT	FBgn0039644	0
NonRT	FBgn0035982	0
NonRT	FBgn0038799	0
NonRT	FBgn0027786	0.379310344827586
NonRT	FBgn0052557	0
NonRT	FBgn0031042	0
NonRT	FBgn0050431	0
NonRT	FBgn0032836	0
NonRT	FBgn0051021	0.0099009900990099
NonRT	FBgn0039689	0
NonRT	FBgn0036181	0
NonRT	FBgn0262728	0
NonRT	FBgn0000577	0
NonRT	FBgn0029943	0
NonRT	FBgn0085370	0
NonRT	FBgn0020369	0
NonRT	FBgn0031969	0
NonRT	FBgn0050043	0.0062111801242236
NonRT	FBgn0041184	0.0163934426229508
NonRT	FBgn0033727	0
NonRT	FBgn0264291	0
NonRT	FBgn0040949	0
NonRT	FBgn0035620	0
NonRT	FBgn0050110	0
NonRT	FBgn0033498	0
NonRT	FBgn0085214	0
NonRT	FBgn0003205	0
NonRT	FBgn0035372	0
NonRT	FBgn0039554	0.020746887966805
NonRT	FBgn0030092	0
NonRT	FBgn0010435	0
NonRT	FBgn0037068	0
NonRT	FBgn0000024	0.0303030303030303
NonRT	FBgn0031872	0
NonRT	FBgn0025336	0
NonRT	FBgn0033891	0
NonRT	FBgn0029681	0
NonRT	FBgn0038678	0
NonRT	FBgn0030432	0.0909090909090909
NonRT	FBgn0017556	0
NonRT	FBgn0036640	0
NonRT	FBgn0036880	0
NonRT	FBgn0030735	0.00478468899521531
NonRT	FBgn0261285	0.0526315789473684
NonRT	FBgn0085430	0.00603621730382294
NonRT	FBgn0038458	0
NonRT	FBgn0031115	0
NonRT	FBgn0037881	0
NonRT	FBgn0010591	0
NonRT	FBgn0034573	0
NonRT	FBgn0028516	0.00591715976331361
NonRT	FBgn0033702	0
NonRT	FBgn0001256	0
NonRT	FBgn0039802	0
NonRT	FBgn0000490	0
NonRT	FBgn0030964	0
NonRT	FBgn0011743	0.0769230769230769
NonRT	FBgn0052572	0.00355871886120996
NonRT	FBgn0038168	0
NonRT	FBgn0037942	0.0384615384615385
NonRT	FBgn0038166	0.029045643153527
NonRT	FBgn0030895	0.153846153846154
NonRT	FBgn0003410	0
NonRT	FBgn0053111	0
NonRT	FBgn0036147	0
NonRT	FBgn0038851	0
NonRT	FBgn0028375	0
NonRT	FBgn0010019	0
NonRT	FBgn0087035	0
NonRT	FBgn0037683	0
NonRT	FBgn0051410	0
NonRT	FBgn0035388	0.0479452054794521
NonRT	FBgn0030695	0.008
NonRT	FBgn0037950	0
NonRT	FBgn0039088	0
NonRT	FBgn0011722	0
NonRT	FBgn0034276	0
NonRT	FBgn0036815	0.0909090909090909
NonRT	FBgn0030345	0
NonRT	FBgn0037780	0
NonRT	FBgn0038132	0
NonRT	FBgn0034871	0
NonRT	FBgn0259878	0
NonRT	FBgn0032087	0.170731707317073
NonRT	FBgn0036352	0.00558659217877095
NonRT	FBgn0034902	0
NonRT	FBgn0028370	0
NonRT	FBgn0035753	0
NonRT	FBgn0025525	0
NonRT	FBgn0031284	0
NonRT	FBgn0000557	0
NonRT	FBgn0263236	0
NonRT	FBgn0011739	0.0666666666666667
NonRT	FBgn0034552	0.0178571428571429
NonRT	FBgn0036324	0.00174520069808028
NonRT	FBgn0033995	0
NonRT	FBgn0031187	0.338983050847458
NonRT	FBgn0001123	0
NonRT	FBgn0036249	0
NonRT	FBgn0033861	0
NonRT	FBgn0037465	0
NonRT	FBgn0035176	0.0807453416149068
NonRT	FBgn0031252	0
NonRT	FBgn0053281	0
NonRT	FBgn0033742	0
NonRT	FBgn0039153	0
NonRT	FBgn0031217	0
NonRT	FBgn0051475	0
NonRT	FBgn0037387	0
NonRT	FBgn0037344	0
NonRT	FBgn0032378	0
NonRT	FBgn0004244	0
NonRT	FBgn0027561	0
NonRT	FBgn0032494	0
NonRT	FBgn0030011	0.037037037037037
NonRT	FBgn0011829	0
NonRT	FBgn0036590	0
NonRT	FBgn0087041	0
NonRT	FBgn0035524	0.0526315789473684
NonRT	FBgn0037933	0
NonRT	FBgn0032514	0.073394495412844
NonRT	FBgn0031941	0
NonRT	FBgn0034914	0
NonRT	FBgn0032119	0
NonRT	FBgn0262739	0
NonRT	FBgn0029667	0
NonRT	FBgn0034651	0.04
NonRT	FBgn0086907	0.00892857142857143
NonRT	FBgn0015777	0
NonRT	FBgn0038957	0
NonRT	FBgn0035210	0
NonRT	FBgn0034127	0
NonRT	FBgn0026372	0
NonRT	FBgn0035082	0
NonRT	FBgn0264848	0
NonRT	FBgn0039774	0
NonRT	FBgn0039008	0
NonRT	FBgn0013753	0
NonRT	FBgn0051643	0.0377358490566038
NonRT	FBgn0035057	0
NonRT	FBgn0033573	0.0721649484536082
NonRT	FBgn0052483	0
NonRT	FBgn0036925	0.714285714285714
NonRT	FBgn0015625	0
NonRT	FBgn0051525	0
NonRT	FBgn0032707	0
NonRT	FBgn0038723	0
NonRT	FBgn0014010	0
NonRT	FBgn0004395	0
NonRT	FBgn0053460	0.0175438596491228
NonRT	FBgn0032880	0
NonRT	FBgn0024248	0.027027027027027
NonRT	FBgn0026192	0
NonRT	FBgn0000147	0
NonRT	FBgn0030812	0
NonRT	FBgn0052645	0.00253164556962025
NonRT	FBgn0037220	0.0050761421319797
NonRT	FBgn0033365	0.0344827586206897
NonRT	FBgn0022960	0
NonRT	FBgn0036998	0.00218818380743982
NonRT	FBgn0035947	0
NonRT	FBgn0046258	0
NonRT	FBgn0032222	0
NonRT	FBgn0028434	0
NonRT	FBgn0031435	0
NonRT	FBgn0024994	0.024390243902439
NonRT	FBgn0010323	0.0232558139534884
NonRT	FBgn0021765	0.00448430493273543
NonRT	FBgn0038859	0
NonRT	FBgn0038546	0
NonRT	FBgn0016697	0
NonRT	FBgn0030851	0
NonRT	FBgn0031391	0
NonRT	FBgn0033593	0
NonRT	FBgn0028862	0.105263157894737
NonRT	FBgn0250785	0.0806451612903226
NonRT	FBgn0036217	0.241379310344828
NonRT	FBgn0083956	0.0344827586206897
NonRT	FBgn0039889	0
NonRT	FBgn0030612	0
NonRT	FBgn0039319	0
NonRT	FBgn0003520	0
NonRT	FBgn0039297	0.0212765957446809
NonRT	FBgn0038429	0.0425531914893617
NonRT	FBgn0030258	0
NonRT	FBgn0032972	0
NonRT	FBgn0040322	0
NonRT	FBgn0036362	0.0075187969924812
NonRT	FBgn0036688	0
NonRT	FBgn0035159	0
NonRT	FBgn0036665	0
NonRT	FBgn0028427	0
NonRT	FBgn0034697	0.015625
NonRT	FBgn0040079	0.0430379746835443
NonRT	FBgn0039312	0.0142857142857143
NonRT	FBgn0026582	0
NonRT	FBgn0039081	0
NonRT	FBgn0037985	0
NonRT	FBgn0035867	0.05
NonRT	FBgn0052268	0.0169491525423729
NonRT	FBgn0050343	0
NonRT	FBgn0259734	0.2
NonRT	FBgn0035343	0
NonRT	FBgn0030477	0.00884955752212389
NonRT	FBgn0038076	0.0169491525423729
NonRT	FBgn0038531	0.00671140939597315
NonRT	FBgn0037330	0
NonRT	FBgn0015925	0
NonRT	FBgn0031926	0
NonRT	FBgn0039828	0.0163934426229508
NonRT	FBgn0033817	0.2
NonRT	FBgn0031639	0
NonRT	FBgn0029768	0
NonRT	FBgn0036715	0
NonRT	FBgn0030004	0
NonRT	FBgn0036264	0.0178571428571429
NonRT	FBgn0038114	0
NonRT	FBgn0045487	0.0204081632653061
NonRT	FBgn0033640	0.384615384615385
NonRT	FBgn0003719	0
NonRT	FBgn0000206	0
NonRT	FBgn0002569	0.647058823529412
NonRT	FBgn0032730	0.00763358778625954
NonRT	FBgn0031925	0
NonRT	FBgn0259098	0
NonRT	FBgn0030354	0
NonRT	FBgn0035150	0
NonRT	FBgn0035431	0
NonRT	FBgn0019940	0
NonRT	FBgn0027296	0.235294117647059
NonRT	FBgn0261714	0
NonRT	FBgn0035271	0
NonRT	FBgn0036372	0
NonRT	FBgn0019949	0.0526315789473684
NonRT	FBgn0034494	0
NonRT	FBgn0037231	0
NonRT	FBgn0040623	0
NonRT	FBgn0036062	0.2
NonRT	FBgn0031853	0
NonRT	FBgn0262360	0.074468085106383
NonRT	FBgn0033132	0
NonRT	FBgn0052944	0
NonRT	FBgn0051855	0.0117647058823529
NonRT	FBgn0039682	0
NonRT	FBgn0039290	0
NonRT	FBgn0085280	0.0099009900990099
NonRT	FBgn0036222	0.00440528634361234
NonRT	FBgn0034240	0
NonRT	FBgn0051380	0.0103092783505155
NonRT	FBgn0033502	0
NonRT	FBgn0034786	0
NonRT	FBgn0034133	0.015625
NonRT	FBgn0033540	0
NonRT	FBgn0038355	0.00900900900900901
NonRT	FBgn0031379	0
NonRT	FBgn0030163	0
NonRT	FBgn0004028	0
NonRT	FBgn0034923	0
NonRT	FBgn0035102	0.0434782608695652
NonRT	FBgn0038983	0
NonRT	FBgn0037580	0
NonRT	FBgn0038846	0
NonRT	FBgn0039404	0
NonRT	FBgn0003149	0.00315457413249211
NonRT	FBgn0037134	0.0307692307692308
NonRT	FBgn0013764	0
NonRT	FBgn0039360	0
NonRT	FBgn0036260	0
NonRT	FBgn0263197	0
NonRT	FBgn0054025	0
NonRT	FBgn0035392	0
NonRT	FBgn0033658	0
NonRT	FBgn0262166	0.137931034482759
NonRT	FBgn0003557	0
NonRT	FBgn0024542	0.0714285714285714
NonRT	FBgn0053986	0
NonRT	FBgn0023507	0.00826446280991736
NonRT	FBgn0036240	0
NonRT	FBgn0052703	0
NonRT	FBgn0053465	0
NonRT	FBgn0030759	0
NonRT	FBgn0085411	0
NonRT	FBgn0028372	0.0212765957446809
NonRT	FBgn0264560	0.0465116279069767
NonRT	FBgn0033961	0
NonRT	FBgn0033683	0
NonRT	FBgn0015571	0.045045045045045
NonRT	FBgn0019948	0
NonRT	FBgn0033479	0.0149253731343284
NonRT	FBgn0052249	0
NonRT	FBgn0016672	0.102040816326531
NonRT	FBgn0034406	0.0072992700729927
NonRT	FBgn0034401	0.0173913043478261
NonRT	FBgn0266000	0
NonRT	FBgn0001142	0
NonRT	FBgn0037232	0
NonRT	FBgn0036504	0.0714285714285714
NonRT	FBgn0004419	0.0294117647058824
NonRT	FBgn0052104	0
NonRT	FBgn0262513	0.15
NonRT	FBgn0029665	0
NonRT	FBgn0028422	0
NonRT	FBgn0029722	0
NonRT	FBgn0041229	0
NonRT	FBgn0029173	0.099236641221374
NonRT	FBgn0050195	0.03125
NonRT	FBgn0017457	0.0140845070422535
NonRT	FBgn0038874	0
NonRT	FBgn0000442	0.0072992700729927
NonRT	FBgn0042085	0
NonRT	FBgn0050185	0
NonRT	FBgn0024956	0.00934579439252336
NonRT	FBgn0034982	0
NonRT	FBgn0040070	0
NonRT	FBgn0266722	0
NonRT	FBgn0032295	0
NonRT	FBgn0037653	0
NonRT	FBgn0262624	0.00689655172413793
NonRT	FBgn0024362	0
NonRT	FBgn0083970	0
NonRT	FBgn0025630	0
NonRT	FBgn0002914	0.0133333333333333
NonRT	FBgn0037574	0
NonRT	FBgn0032856	0.0103092783505155
NonRT	FBgn0001986	0
NonRT	FBgn0034118	0
NonRT	FBgn0038752	0
NonRT	FBgn0020300	0
NonRT	FBgn0034290	0.0103092783505155
NonRT	FBgn0037142	0
NonRT	FBgn0000287	0
NonRT	FBgn0003382	0.0212765957446809
NonRT	FBgn0032790	0
NonRT	FBgn0030804	0.0476190476190476
NonRT	FBgn0039264	0
NonRT	FBgn0032032	0.00970873786407767
NonRT	FBgn0266708	0.024390243902439
NonRT	FBgn0038401	0
NonRT	FBgn0016726	0
NonRT	FBgn0041203	0
NonRT	FBgn0039463	0.0126582278481013
NonRT	FBgn0031573	0
NonRT	FBgn0039821	0.186440677966102
NonRT	FBgn0010407	0
NonRT	FBgn0038741	0
NonRT	FBgn0036708	0
NonRT	FBgn0033816	0
NonRT	FBgn0037569	0
NonRT	FBgn0032754	0
NonRT	FBgn0031126	0
NonRT	FBgn0031710	0
NonRT	FBgn0033454	0.0526315789473684
NonRT	FBgn0044324	0.0434782608695652
NonRT	FBgn0029864	0
NonRT	FBgn0031245	0.0476190476190476
NonRT	FBgn0003612	0.0263157894736842
NonRT	FBgn0037037	0
NonRT	FBgn0039859	0.00970873786407767
NonRT	FBgn0259190	0.0363636363636364
NonRT	FBgn0025115	0.0166112956810631
NonRT	FBgn0036764	0.00309597523219814
NonRT	FBgn0005659	0
NonRT	FBgn0034085	0.04
NonRT	FBgn0037987	0.00540540540540541
NonRT	FBgn0051121	0.029585798816568
NonRT	FBgn0033580	0.0294117647058824
NonRT	FBgn0034970	0
NonRT	FBgn0034717	0
NonRT	FBgn0014906	0
NonRT	FBgn0038204	0.0476190476190476
NonRT	FBgn0034611	0
NonRT	FBgn0027655	0.0526315789473684
NonRT	FBgn0040512	0
NonRT	FBgn0003861	0.0571428571428571
NonRT	FBgn0029801	0.05
NonRT	FBgn0039851	0
NonRT	FBgn0032047	0
NonRT	FBgn0050089	0
NonRT	FBgn0036953	0.180327868852459
NonRT	FBgn0031515	0
NonRT	FBgn0036900	0
NonRT	FBgn0266719	0
NonRT	FBgn0031304	0
NonRT	FBgn0026438	0.00348432055749129
NonRT	FBgn0036484	0
NonRT	FBgn0052643	0.0344827586206897
NonRT	FBgn0033460	0
NonRT	FBgn0020513	0.00727272727272727
NonRT	FBgn0024733	0
NonRT	FBgn0023477	0
NonRT	FBgn0035529	0
NonRT	FBgn0034182	0.00763358778625954
NonRT	FBgn0035771	0
NonRT	FBgn0034921	0
NonRT	FBgn0039438	0
NonRT	FBgn0000117	0
NonRT	FBgn0004049	0
NonRT	FBgn0031950	0.024390243902439
NonRT	FBgn0026385	0.0101010101010101
NonRT	FBgn0016978	0
NonRT	FBgn0002567	0
NonRT	FBgn0010348	0
NonRT	FBgn0265193	0
NonRT	FBgn0262679	0.12
NonRT	FBgn0051679	0.034965034965035
NonRT	FBgn0051548	0.116279069767442
NonRT	FBgn0038153	0
NonRT	FBgn0021761	0.0943396226415094
NonRT	FBgn0032966	0.0975609756097561
NonRT	FBgn0052061	0
NonRT	FBgn0053196	0
NonRT	FBgn0038359	0.0384615384615385
NonRT	FBgn0065032	0
NonRT	FBgn0003607	0.015625
NonRT	FBgn0034021	0
NonRT	FBgn0051477	0.0461538461538462
NonRT	FBgn0030262	0
NonRT	FBgn0031559	0.04
NonRT	FBgn0032478	0.0194174757281553
NonRT	FBgn0053129	0
NonRT	FBgn0053766	0
NonRT	FBgn0022097	0
NonRT	FBgn0024314	0.00970873786407767
NonRT	FBgn0030411	0
NonRT	FBgn0037200	0
NonRT	FBgn0034853	0
NonRT	FBgn0039040	0
NonRT	FBgn0039013	0
NonRT	FBgn0034647	0
NonRT	FBgn0051464	0
NonRT	FBgn0028543	0
NonRT	FBgn0037350	0
NonRT	FBgn0015239	0
NonRT	FBgn0030715	0
NonRT	FBgn0086706	0
NonRT	FBgn0038685	0
NonRT	FBgn0029123	0
NonRT	FBgn0014427	0.00714285714285714
NonRT	FBgn0013767	0.00826446280991736
NonRT	FBgn0031771	0
NonRT	FBgn0036910	0.0078125
NonRT	FBgn0015776	0
NonRT	FBgn0027615	0.0103092783505155
NonRT	FBgn0033924	0
NonRT	FBgn0039141	0
NonRT	FBgn0005674	0
NonRT	FBgn0039761	0
NonRT	FBgn0040651	0.0884955752212389
NonRT	FBgn0033289	0
NonRT	FBgn0032782	0
NonRT	FBgn0261397	0
NonRT	FBgn0029809	0.0551181102362205
NonRT	FBgn0031664	0.00540540540540541
NonRT	FBgn0035721	0
NonRT	FBgn0038737	0
NonRT	FBgn0043001	0.028169014084507
NonRT	FBgn0027507	0.0153846153846154
NonRT	FBgn0011818	0
NonRT	FBgn0035776	0
NonRT	FBgn0035760	0
NonRT	FBgn0038524	0
NonRT	FBgn0037183	0.04
NonRT	FBgn0027453	0
NonRT	FBgn0015245	0.00200400801603206
NonRT	FBgn0038827	0.125
NonRT	FBgn0032749	0
NonRT	FBgn0030237	0
NonRT	FBgn0260741	0.0298507462686567
NonRT	FBgn0029539	0.0469798657718121
NonRT	FBgn0035375	0
NonRT	FBgn0028886	0
NonRT	FBgn0031996	0
NonRT	FBgn0036082	0
NonRT	FBgn0035537	0
NonRT	FBgn0037962	0
NonRT	FBgn0039161	0
NonRT	FBgn0002021	0
NonRT	FBgn0054038	0.0526315789473684
NonRT	FBgn0050105	0.029585798816568
NonRT	FBgn0037562	0.0588235294117647
NonRT	FBgn0000015	0
NonRT	FBgn0001263	0
NonRT	FBgn0036520	0
NonRT	FBgn0030628	0.142857142857143
NonRT	FBgn0026384	0.020109689213894
NonRT	FBgn0040600	0
NonRT	FBgn0250904	0
NonRT	FBgn0032894	0.0153846153846154
NonRT	FBgn0019643	0
NonRT	FBgn0053914	0.6
NonRT	FBgn0053516	0
NonRT	FBgn0038487	0.0149253731343284
NonRT	FBgn0051111	0
NonRT	FBgn0029813	0.142857142857143
NonRT	FBgn0050443	0.0209205020920502
NonRT	FBgn0013954	0
NonRT	FBgn0033127	0
NonRT	FBgn0028468	0
NonRT	FBgn0031253	0
NonRT	FBgn0086368	0
NonRT	FBgn0000357	0
NonRT	FBgn0035780	0.714285714285714
NonRT	FBgn0030289	0.0222222222222222
NonRT	FBgn0039632	0.0571428571428571
NonRT	FBgn0015524	0
NonRT	FBgn0265373	0
NonRT	FBgn0040609	0
NonRT	FBgn0034710	0
NonRT	FBgn0038099	0
NonRT	FBgn0029642	0
NonRT	FBgn0035253	0
NonRT	FBgn0038868	0
NonRT	FBgn0030625	0.0455764075067024
NonRT	FBgn0040832	0
NonRT	FBgn0261526	0
NonRT	FBgn0033041	0.0454545454545455
NonRT	FBgn0002774	0.0451612903225806
NonRT	FBgn0011787	0.0036101083032491
NonRT	FBgn0031064	0.025974025974026
NonRT	FBgn0039927	0.032258064516129
NonRT	FBgn0031062	0.0721649484536082
NonRT	FBgn0035243	0
NonRT	FBgn0036927	0
NonRT	FBgn0027079	0
NonRT	FBgn0033541	0
NonRT	FBgn0050122	0.00578034682080925
NonRT	FBgn0026374	0.0147058823529412
NonRT	FBgn0262160	0
NonRT	FBgn0031310	0
NonRT	FBgn0040972	0
NonRT	FBgn0040764	0.0181818181818182
NonRT	FBgn0036333	0.2
NonRT	FBgn0033636	0
NonRT	FBgn0037876	0
NonRT	FBgn0035480	0
NonRT	FBgn0044020	0
NonRT	FBgn0033616	0
NonRT	FBgn0050045	0
NonRT	FBgn0040256	0.0126582278481013
NonRT	FBgn0023528	0.0769230769230769
NonRT	FBgn0041239	0
NonRT	FBgn0039789	0.00934579439252336
NonRT	FBgn0037359	0.00613496932515337
NonRT	FBgn0030544	0
NonRT	FBgn0022702	0
NonRT	FBgn0001325	0
NonRT	FBgn0032369	0
NonRT	FBgn0028487	0
NonRT	FBgn0033158	0
NonRT	FBgn0003676	0
NonRT	FBgn0037122	0
NonRT	FBgn0261535	0
NonRT	FBgn0038732	0
NonRT	FBgn0012034	0.0416666666666667
NonRT	FBgn0041161	0.149253731343284
NonRT	FBgn0053138	0
NonRT	FBgn0002578	0
NonRT	FBgn0016650	0.056
NonRT	FBgn0036565	0
NonRT	FBgn0035144	0.0127388535031847
NonRT	FBgn0033438	0
NonRT	FBgn0250841	0
NonRT	FBgn0038272	0
NonRT	FBgn0053286	0
NonRT	FBgn0032005	0
NonRT	FBgn0266668	0
NonRT	FBgn0000562	0
NonRT	FBgn0038674	0.0153846153846154
NonRT	FBgn0039796	0
NonRT	FBgn0051901	0
NonRT	FBgn0037379	0.00404858299595142
NonRT	FBgn0039204	0.00671140939597315
NonRT	FBgn0029079	0
NonRT	FBgn0034397	0
NonRT	FBgn0003321	0
NonRT	FBgn0027601	0
NonRT	FBgn0003255	0
NonRT	FBgn0036552	0.125
NonRT	FBgn0037500	0.0149253731343284
NonRT	FBgn0261800	0
NonRT	FBgn0032094	0.00401606425702811
NonRT	FBgn0034530	0.00471698113207547
NonRT	FBgn0051235	0
NonRT	FBgn0035254	0
NonRT	FBgn0032772	0.0967741935483871
NonRT	FBgn0038386	0.0149253731343284
NonRT	FBgn0011509	0
NonRT	FBgn0035741	0
NonRT	FBgn0004872	0
NonRT	FBgn0036489	0
NonRT	FBgn0260747	0
NonRT	FBgn0037644	0
NonRT	FBgn0035696	0
NonRT	FBgn0004054	0
NonRT	FBgn0032260	0
NonRT	FBgn0264606	0.0149253731343284
NonRT	FBgn0040096	0
NonRT	FBgn0027109	0
NonRT	FBgn0032039	0
NonRT	FBgn0042111	0
NonRT	FBgn0039596	0.0161290322580645
NonRT	FBgn0038582	0
NonRT	FBgn0032454	0.00862068965517241
NonRT	FBgn0037891	0
NonRT	FBgn0262572	0
NonRT	FBgn0062412	0
NonRT	FBgn0027600	0
NonRT	FBgn0034462	0
NonRT	FBgn0033902	0
NonRT	FBgn0042134	0
NonRT	FBgn0010660	0
NonRT	FBgn0014163	0
NonRT	FBgn0038416	0.00970873786407767
NonRT	FBgn0034262	0
NonRT	FBgn0030518	0
NonRT	FBgn0085476	0.0632911392405063
NonRT	FBgn0260231	0.0112359550561798
NonRT	FBgn0031048	0
NonRT	FBgn0039811	0.111111111111111
NonRT	FBgn0053213	0
NonRT	FBgn0019828	0
NonRT	FBgn0260857	0
NonRT	FBgn0250786	0.008
NonRT	FBgn0037709	0
NonRT	FBgn0033688	0.00645161290322581
NonRT	FBgn0025637	0.0028169014084507
NonRT	FBgn0038617	0
NonRT	FBgn0004892	0
NonRT	FBgn0038394	0
NonRT	FBgn0036302	0.024390243902439
NonRT	FBgn0046879	0
NonRT	FBgn0037594	0
NonRT	FBgn0033277	0
NonRT	FBgn0032867	0
NonRT	FBgn0030390	0
NonRT	FBgn0037370	0
NonRT	FBgn0052772	0
NonRT	FBgn0031756	0
NonRT	FBgn0050392	0.2
NonRT	FBgn0263832	0
NonRT	FBgn0036161	0
NonRT	FBgn0010548	0
NonRT	FBgn0015615	0
NonRT	FBgn0010497	0.00242130750605327
NonRT	FBgn0002632	0
NonRT	FBgn0034177	0
NonRT	FBgn0262582	0
NonRT	FBgn0038224	0.00775193798449612
NonRT	FBgn0038133	0
NonRT	FBgn0028622	0
NonRT	FBgn0030511	0
NonRT	FBgn0030562	0
NonRT	FBgn0039066	0
NonRT	FBgn0032390	0
NonRT	FBgn0010213	0
NonRT	FBgn0033236	0
NonRT	FBgn0031270	0
NonRT	FBgn0035830	0.0276243093922652
NonRT	FBgn0026393	0
NonRT	FBgn0031592	0
NonRT	FBgn0037059	0.0192307692307692
NonRT	FBgn0032265	0
NonRT	FBgn0037443	0
NonRT	FBgn0035409	0
NonRT	FBgn0015283	0
NonRT	FBgn0026737	0
NonRT	FBgn0034299	0
NonRT	FBgn0031275	0.111111111111111
NonRT	FBgn0035827	0
NonRT	FBgn0022768	0
NonRT	FBgn0038407	0
NonRT	FBgn0085328	0.0153846153846154
NonRT	FBgn0023090	0
NonRT	FBgn0010762	0
NonRT	FBgn0034335	0
NonRT	FBgn0029931	0.0658682634730539
NonRT	FBgn0085271	0.116279069767442
NonRT	FBgn0259170	0
NonRT	FBgn0031564	0
NonRT	FBgn0033342	0
NonRT	FBgn0035518	0
NonRT	FBgn0034140	0.0454545454545455
NonRT	FBgn0014391	0
NonRT	FBgn0034865	0
NonRT	FBgn0051199	0
NonRT	FBgn0004391	0
NonRT	FBgn0020307	0.0062111801242236
NonRT	FBgn0037843	0
NonRT	FBgn0032109	0.0549450549450549
NonRT	FBgn0259163	0.0843373493975904
NonRT	FBgn0040346	0
NonRT	FBgn0035793	0
NonRT	FBgn0028380	0.428571428571429
NonRT	FBgn0052204	0.0204081632653061
NonRT	FBgn0039303	0
NonRT	FBgn0262167	0
NonRT	FBgn0261279	0
NonRT	FBgn0040308	0.0285714285714286
NonRT	FBgn0032629	0
NonRT	FBgn0052016	0
NonRT	FBgn0030370	0
NonRT	FBgn0025692	0
NonRT	FBgn0038974	0
NonRT	FBgn0262126	0
NonRT	FBgn0260855	0
NonRT	FBgn0041621	0
NonRT	FBgn0035166	0
NonRT	FBgn0030406	0.178571428571429
NonRT	FBgn0032360	0.111111111111111
NonRT	FBgn0036359	0.05
NonRT	FBgn0033885	0
NonRT	FBgn0026143	0.0161290322580645
NonRT	FBgn0051087	0
NonRT	FBgn0037679	0
NonRT	FBgn0033949	0
NonRT	FBgn0037050	0
NonRT	FBgn0261086	0
NonRT	FBgn0029929	0.00389105058365759
NonRT	FBgn0039272	0
NonRT	FBgn0259926	0.407407407407407
NonRT	FBgn0038655	0
NonRT	FBgn0014002	0.0810810810810811
NonRT	FBgn0030655	0
NonRT	FBgn0266673	0
NonRT	FBgn0029870	0
NonRT	FBgn0036168	0
NonRT	FBgn0038172	0.125
NonRT	FBgn0011555	0
NonRT	FBgn0051159	0
NonRT	FBgn0039023	0
NonRT	FBgn0038509	0
NonRT	FBgn0038343	0
NonRT	FBgn0001992	0
NonRT	FBgn0003028	0
NonRT	FBgn0052685	0
NonRT	FBgn0040356	0
NonRT	FBgn0029503	0
NonRT	FBgn0029907	0
NonRT	FBgn0033054	0
NonRT	FBgn0033428	0
NonRT	FBgn0037744	0
NonRT	FBgn0004644	0
NonRT	FBgn0033069	0
NonRT	FBgn0032449	0
NonRT	FBgn0035411	0
NonRT	FBgn0030034	0
NonRT	FBgn0033958	0
NonRT	FBgn0051446	0
NonRT	FBgn0020655	0.00735294117647059
NonRT	FBgn0030067	0.108695652173913
NonRT	FBgn0064766	0.00341296928327645
NonRT	FBgn0039089	0
NonRT	FBgn0038506	0
NonRT	FBgn0028381	0
NonRT	FBgn0263241	0.0099009900990099
NonRT	FBgn0085225	0.136842105263158
NonRT	FBgn0014009	0
NonRT	FBgn0031085	0
NonRT	FBgn0028996	0
NonRT	FBgn0010339	0
NonRT	FBgn0261592	0.010989010989011
NonRT	FBgn0003448	0
NonRT	FBgn0086694	0.129909365558912
NonRT	FBgn0004921	0
NonRT	FBgn0040107	0
NonRT	FBgn0050342	0
NonRT	FBgn0026314	0.169491525423729
NonRT	FBgn0024941	0
NonRT	FBgn0032083	0
NonRT	FBgn0037898	0
NonRT	FBgn0039233	0
NonRT	FBgn0037882	0
NonRT	FBgn0033942	0
NonRT	FBgn0039602	0
NonRT	FBgn0034473	0.0127388535031847
NonRT	FBgn0037170	0.0666666666666667
NonRT	FBgn0031534	0
NonRT	FBgn0058045	0
NonRT	FBgn0031004	0
NonRT	FBgn0031260	0.0645161290322581
NonRT	FBgn0038029	0.125
NonRT	FBgn0035194	0
NonRT	FBgn0040398	0.0786516853932584
NonRT	FBgn0030995	0.121951219512195
NonRT	FBgn0031423	0
NonRT	FBgn0037880	0
NonRT	FBgn0026089	0
NonRT	FBgn0010398	0
NonRT	FBgn0017550	0
NonRT	FBgn0035981	0
NonRT	FBgn0025885	0
NonRT	FBgn0031331	0.0491803278688525
NonRT	FBgn0034246	0.3125
NonRT	FBgn0085211	0
NonRT	FBgn0028895	0
NonRT	FBgn0039431	0
NonRT	FBgn0267347	0.225806451612903
NonRT	FBgn0087039	0
NonRT	FBgn0053093	0.132075471698113
NonRT	FBgn0053290	0
NonRT	FBgn0004781	0.0175438596491228
NonRT	FBgn0031678	0
NonRT	FBgn0031012	0.00699300699300699
NonRT	FBgn0033590	0
NonRT	FBgn0052137	0
NonRT	FBgn0032650	0
NonRT	FBgn0030016	0.0769230769230769
NonRT	FBgn0260936	0.075
NonRT	FBgn0051189	0
NonRT	FBgn0035279	0
NonRT	FBgn0259986	0
NonRT	FBgn0036271	0.100917431192661
NonRT	FBgn0034997	0
